filename	content_locations	use_xml	location_sentences	clean_content_loc	geocode_lat	geocode_lon	geocode_str	geocode_type
USEYA, CHEN - EXPLORING THE POTENTIAL OF MAPPING	Africa	True	          Zimbabwe is a landlocked country in the Southern part of Africa and is generally an agricultural based country with a well-developed and diversified agricultural sector producing food crops and cash crops.	Africa	-8.783195	34.508523	Africa	APPROXIMATE
USTUNER, SANLI - POLARIMETRIC TARGET DECOMPOSITIONS AND LIGHT	Konya city	True	The test site contains about 42 km2 of agricultural land, and it is situated approximately 65 km north of Konya city center (see Figure 1), extending from 38 430 to 38 530 North latitudes and 32 430 to 32 530 East longitudes.	Konya city	37.8746429	32.4931554	Konya, Turkey	APPROXIMATE
VALCARCE-DINEIRO, ARIAS-PEREZ et al. - MULTITEMPORAL DUAL AND QUADPOLARIMETRIC SYNTHETIC	central Spain	True	The study area is located in central Spain and covers an area of approximately 35 km x 18 km in the Castilla y Leon region (Figure 1).	central Spain	40.46366700000001	-3.74922	Spain	APPROXIMATE
VALCARCE-DINEIRO, ARIAS-PEREZ et al. - MULTITEMPORAL DUAL AND QUADPOLARIMETRIC SYNTHETIC	Mediterranean	True	The climate is continental semiarid Mediterranean characterized by dry and warm summers and cool to mild and wet winters.	Mediterranean	34.5531284	18.0480105	Mediterranean Sea	APPROXIMATE
VAN, T, K, GOBIN et al. - SYNERGISTIC USE OF RADAR SENTINEL1	Belgium,	True	In Belgium, this is arranged at the regional level, resulting in two similar datasets for the Flemish and the Walloon regions.	Belgium	50.503887	4.469936	Belgium	APPROXIMATE
VENKATESAN, PAZHANIVELAN et al. - MULTITEMPORAL FEATURE EXTRACTION FOR PRECISE	Tamil Nadu	True	Ariyalur and Perambalur are inland districts of Tamil Nadu with an area of 1949 sq.km and 1757 sq.km, respectively.	Tamil Nadu	11.1271225	78.6568942	Tamil Nadu, India	APPROXIMATE
VENKATESAN, PAZHANIVELAN et al. - MULTITEMPORAL FEATURE EXTRACTION FOR PRECISE	Perambalur	True	Ariyalur and Perambalur are inland districts of Tamil Nadu with an area of 1949 sq.km and 1757 sq.km, respectively.	Perambalur	11.2265767	78.9288242	Perambalur, Tamil Nadu, India	APPROXIMATE
VENKATESAN, PAZHANIVELAN et al. - MULTITEMPORAL FEATURE EXTRACTION FOR PRECISE	Ariyalur	True	Ariyalur and Perambalur are inland districts of Tamil Nadu with an area of 1949 sq.km and 1757 sq.km, respectively.	Ariyalur	11.2398619	79.29021329999999	Ariyalur, Tamil Nadu, India	APPROXIMATE
VERMA, KUMAR et al. - KHARIF CROP CHARACTERIZATION USING COMBINATION	eastern India (	True	          The study area comprises administrative blocks of Ranchi district namely, Kanke, Mandar, and Ratu blocks, located in the eastern India (figure 1).	eastern India	22.8961999	85.98001099999999	East India	APPROXIMATE
VERMA, KUMAR et al. - KHARIF CROP CHARACTERIZATION USING COMBINATION	South Koel	True	The main river systems are Subarnarekha, South Koel and its tributaries.	South Koel	22.9905000212099	84.90285005274616	South Koel River, Jharkhand	APPROXIMATE
VILLA, STROPPIANA et al. - INSEASON MAPPING OF CROP TYPE	Lombardy region, northern Italy (	True	          The study area is located in Lombardy region, northern Italy (Figure 1); it lies south of Milan and it is bordered by the Po river.	Lombardy region, northern Italy	45.47906709999999	9.8452433	Lombardy, Italy	APPROXIMATE
VILLA, STROPPIANA et al. - INSEASON MAPPING OF CROP TYPE	Milan	True	          The study area is located in Lombardy region, northern Italy (Figure 1); it lies south of Milan and it is bordered by the Po river.	Milan	45.4642035	9.189982	Milan, Metropolitan City of Milan, Italy	APPROXIMATE
VILLA, STROPPIANA et al. - INSEASON MAPPING OF CROP TYPE	Po river	True	          The study area is located in Lombardy region, northern Italy (Figure 1); it lies south of Milan and it is bordered by the Po river.	Po river	44.91988941792672	9.718582974104129	Po, Italy	APPROXIMATE
WANG, CHEN et al. - CROPS PLANTING STRUCTURE AND KARST	Anshun city, Guizhou province,	True	The study area shown in Figure 1 is located in Anshun city, Guizhou province, between 106°3ʹ0ʺ E to 106°17ʹ22ʺ E and 26°11ʹ7ʺ N to 26°23ʹ38ʺ N, covering an area of approximately 322.11 km².	Anshun city, Guizhou province	26.2536699	105.9462	Anshun, Guizhou, China	APPROXIMATE
WANG, CHEN et al. - CROPS PLANTING STRUCTURE AND KARST	Guizhou	True	The study area shown in Figure 1 is located in Anshun city, Guizhou province, between 106°3ʹ0ʺ E to 106°17ʹ22ʺ E and 26°11ʹ7ʺ N to 26°23ʹ38ʺ N, covering an area of approximately 322.11 km².	Guizhou	26.5981999	106.70722	Guizhou, China	APPROXIMATE
WANG, CHEN et al. - CROPS PLANTING STRUCTURE AND KARST	China	True	Those are scarce resources in Guizhou province which is the only province in China without any plain.	China	35.86166	104.195397	China	APPROXIMATE
WANG, LI et al. - ANALYSIS OF COMBINING SAR	Qindeli	True	The study area is situated within Qindeli farm (Figure 1), Tongjiang City, Heilongjiang Province, China (47 51031” N, 133 7032” E).	Qindeli	48.089308	133.300675	Qindeli, Tongjiang, Heilongjiang, Jiamusi, Heilongjiang, China	APPROXIMATE
WANG, LI et al. - ANALYSIS OF COMBINING SAR	Tongjiang City, Heilongjiang Province, China (	True	The study area is situated within Qindeli farm (Figure 1), Tongjiang City, Heilongjiang Province, China (47 51031” N, 133 7032” E).	Tongjiang City, Heilongjiang Province, China	47.6421299	132.51101	Tongjiang, Heilongjiang, Jiamusi, Heilongjiang, China	APPROXIMATE
WANG, LI et al. - ANALYSIS OF COMBINING SAR	Heilongjiang Province,	True	The study area is situated within Qindeli farm (Figure 1), Tongjiang City, Heilongjiang Province, China (47 51031” N, 133 7032” E).	Heilongjiang Province	45.7420799	126.66285	Heilongjiang, China	APPROXIMATE
WANG, LI et al. - ANALYSIS OF COMBINING SAR	China	True	The study area is situated within Qindeli farm (Figure 1), Tongjiang City, Heilongjiang Province, China (47 51031” N, 133 7032” E).	China	35.86166	104.195397	China	APPROXIMATE
WANG, LI et al. - ANALYSIS OF COMBINING SAR	Qindeli Farm	True	The total cultivated area of Qindeli Farm is about 52,800 hectares, of which rice planting accounts for more than 80% of the total cultivated area.	Qindeli Farm	47.976273	133.162606	Qindeli Farm, Tongjiang, Heilongjiang, Jiamusi, Heilongjiang, China, 156429	APPROXIMATE
WANG, LIU et al. - DRYLAND CROP CLASSIFICATION COMBINING MULTITYPE	Hebei	True	The ssttuuddyy ssiittee ((3377°33000′––337°45′0 N, 115°15′0–115°3355′0 EE;; Fiigguurree 1) is llooccated iinn JJiizzhhoouu county,, Hebei provinccee,, CChhiinnaa..ThTihsiscocuonutnytywawsacshcohseonseans athsethsetusdtyudayrearbeeacabuecsaeuitselieits liinesthine tmheidmdildedolef oHfeHbeeibepilapilnaiannadndisisrerpeprerseesnentattaitvievneensesssooffththisisppllaaiinn iinn ccrroopp ppllaannttiinngg cchhaarraacctteerriissttiiccss..JJiizzhhoouucocouunntytyhahsaas taottaoltalalnldanadreaaroefa9o1f89k1m82k,man2d,aitnsdteirtrsatinerirsaflinatiasnfdlaotpaennd wopitehnawnietlhevaantieolnevraatniogne orafnapgeproofxaimpparteox2i3m–2a9tem2.3S–2a9ndmy.lSoaanmdaynldoalmighatnldoalmighcot mlopamrisecothmempraiisne stohiel tmypaeins wsoitihlitnypthees swtuitdhyinartehae, wsthuidcyh aarreeav,ewryhsiuchitaabrlee vfoerrythseuciutalbtilveatfioorntohfedcruylltaivnadctiroonpso.fTdhreylraengdiocnrohpass.aTsheemrie-ghiuomn ihdacsoantsienmeni-thalummoidnscooonntincleinmtaaltem.oTnhseoaovnercaligmeaatne.nTuhael taevmerpaegreataunrenuisal13te.1m0peCr.atTuhree aivse1r3a.g1e0 a°nCn.uTahl epraevceipraitgaetioannniusaalppprreocxiipmitaatteiolyn 4i6s1a.8p0pmromxi-, mmoastetloyf4w6h1.i8c0h mfamlls, dmuorsintgofJwulhyi–cShepfatlelmsdbuerr.ing July–September.	Hebei	38.0359899	114.46979	Hebei, China	APPROXIMATE
XIAO, XU et al. - MAPPING PADDY RICE WITH SENTINEL12	Zhejiang province, China	True	The Hangzhou–Jiaxing–Huzhou (HJH) Plain, or Hangjiahu Plain, is the largest plain in Zhejiang province, China and is an integral part of the Yangtze Delta.	Zhejiang province, China	30.2655499	120.1536	Zhejiang, China	APPROXIMATE
XIAO, XU et al. - MAPPING PADDY RICE WITH SENTINEL12	Qiantang RiverHangzhou Bay	True	no exact sentence match	Qiantang RiverHangzhou Bay	30.4358333	121.0138889	Hangzhou Wan, Haiyan, Jiaxing, China, 314303	APPROXIMATE
XIAO, XU et al. - MAPPING PADDY RICE WITH SENTINEL12	Tianmu Mountains	True	and is bound by Lake Tai to the north, the Qiantang River/Hangzhou Bay to the south, and the Tianmu Mountains to the west.	Tianmu Mountains	30.4922222	119.6147222	Tianmu Shan, Anji County, Huzhou, China, 313302	APPROXIMATE
XIAO, XU et al. - MAPPING PADDY RICE WITH SENTINEL12	Jiaxing,	True	It includes all of the prefecture-level city of Jiaxing, most of Huzhou, and the northeastern part of Hangzhou.	Jiaxing	30.753924	120.758543	Jiaxing, Zhejiang, China	APPROXIMATE
XIAO, XU et al. - MAPPING PADDY RICE WITH SENTINEL12	Huzhou,	True	It includes all of the prefecture-level city of Jiaxing, most of Huzhou, and the northeastern part of Hangzhou.	Huzhou	30.8930499	120.08805	Huzhou, Zhejiang, China	APPROXIMATE
XIAO, XU et al. - MAPPING PADDY RICE WITH SENTINEL12	Hangzhou	True	The Hangzhou–Jiaxing–Huzhou (HJH) Plain, or Hangjiahu Plain, is the largest plain in Zhejiang province, China and is an integral part of the Yangtze Delta.	Hangzhou	30.2741499	120.15515	Hangzhou, Zhejiang, China	APPROXIMATE
XIAO, XU et al. - MAPPING PADDY RICE WITH SENTINEL12	Lake Tai	True	and is bound by Lake Tai to the north, the Qiantang River/Hangzhou Bay to the south, and the Tianmu Mountains to the west.	Lake Tai	31.2579515	120.2051096	Taihu Lake, China	APPROXIMATE
XIAO, XU et al. - MAPPING PADDY RICE WITH SENTINEL12	Grand Canal,	True	Its river and canal network, including the Grand Canal, is 12.7 km per km2 (20.4 mi per sq.	Grand Canal	31.26019	120.59167	Jinghang Waterway, Gusu District, Suzhou, China, 215009	APPROXIMATE
XIAO, XU et al. - MAPPING PADDY RICE WITH SENTINEL12	China	True	The Hangzhou–Jiaxing–Huzhou (HJH) Plain, or Hangjiahu Plain, is the largest plain in Zhejiang province, China and is an integral part of the Yangtze Delta.	China	35.86166	104.195397	China	APPROXIMATE
XIE, LAI et al. - CROP MONITORING AND CLASSIFICATION USING	London in southwestern Ontario, Canada	True	The study site is located in an agricultural area near the city of London in southwestern Ontario, Canada.	London in southwestern Ontario, Canada	42.9849233	-81.2452768	London, ON, Canada	APPROXIMATE
XIE, WANG et al. - ON THE USE OF NEUMANN	London, Ontario, Canada (	True	The study site is located in London, Ontario, Canada (Lat/Lon, N42.8 /W81.5 ) and the Pauli RGBRiemmoateg Seenfsr.	London, Ontario, Canada	42.9849233	-81.2452768	London, ON, Canada	APPROXIMATE
XIONG, THENKABAIL et al. - NOMINAL 30M CROPLAND EXTENT MAP	Africa	True	          We have chosen the entire continent of Africa for the study area (Figure 1), which extends from approximately 38 N to 35 S , occupies 3037 million hectares (Mha), and has 7 distinct geologic and bio-geographic regions with varying land cover types [                       ].	Africa	-8.783195	34.508523	Africa	APPROXIMATE
YANG, WANG et al. - HIGHRESOLUTION RICE MAPPING BASED	Xinghua City, Jiangsu Province, East China (	True	The study area is located in Xinghua City, Jiangsu Province, East China (Figure 1).	Xinghua City, Jiangsu Province, East China	32.9104099	119.85272	Xinghua, Taizhou, Jiangsu, China	APPROXIMATE
ZHANG, WU et al. - MAPPING UPTODATE PADDY RICE EXTENT	China	True	          China has approximately 120 million ha of agricultural land, of which 25–30% are used for paddy rice production [                       ].	China	35.86166	104.195397	China	APPROXIMATE
ZHANG, WU et al. - MAPPING UPTODATE PADDY RICE EXTENT	Northeast, Yangtze River Basin	True	Paddy rice cultivation is practiced in almost every province, the main rice producing areas are in the Northeast, Yangtze River Basin and Pearl river Basin (Figure 2).	Northeast, Yangtze River Basin	29.720415	112.650141	Yangtze River, Shishou, Jingzhou, China, 434404	APPROXIMATE
ZHANG, WU et al. - MAPPING UPTODATE PADDY RICE EXTENT	Pearl river Basin (	True	Paddy rice cultivation is practiced in almost every province, the main rice producing areas are in the Northeast, Yangtze River Basin and Pearl river Basin (Figure 2).	Pearl river Basin	30.38895443004312	-89.6718906841842	Pearl River, United States	APPROXIMATE
ZHANG, WU et al. - MAPPING UPTODATE PADDY RICE EXTENT	Heilongjiang, Hunan	True	The Heilongjiang, Hunan and Guangxi provinces, which are the region and a mixed region.	Heilongjiang, Hunan	45.7420799	126.66285	Heilongjiang, China	APPROXIMATE
ZHANG, WU et al. - MAPPING UPTODATE PADDY RICE EXTENT	Guangxi	True	The Heilongjiang, Hunan and Guangxi provinces, which are the region and a mixed region.	Guangxi	22.8152099	108.32754	Guangxi, China	APPROXIMATE
ZHOU, LUO et al. - DCNBASED SPATIAL FEATURES FOR IMPROVING	Hunan Province, China,	True	2019, 11, x FOR PEER REVIEW 4 of 22 The study area is in the northern region of Hunan Province, China, with central coordinates of 111 500E aTnhde s2t9ud4y30aNrea(Fisigiunrtehe2)n.oTrhtheesrnturdeygioanreoaf, HcouvnearninPgroavtiontcael, aCrheianao,fw12it1h0ckenmtr2a,lccoonotradininsahteislloyfareas in the11n1o°5r0th′E, aflnadtl2a9n°d43s′ Nin(Fthigeumrei2d).wTehsets,taunddy awreeat,laconvdesriinngtahteoteaalsatr.eaItoifs1c2h10arkamct2,ecroiznetadinbsyhiallsyuabretraospical humiidn tmheonnosrotohn,flcaltilmanadtse,inwthitehmaindwanesnt,uaanldavweertalagnedsteimntpheereaatustr.eItoisf c1h6a.7ractCer,izaenddbaynaasnunbturoapliacvalerage rainfahlulmoifd12m0o0nmsomon tcoli1m9a0t0e, mwmith.	Hunan Province, China	28.1142216	112.9833341	Hunan, China	APPROXIMATE
ZHOU, PAN et al. - MAPPING WINTER WHEAT WITH MULTITEMPORAL	Gaochun District of Nanjing,	True	The study site is located in a typical urban agricultural region in Gaochun District of Nanjing,	Gaochun District of Nanjing	31.3275099	118.8921	Gaochun District, Nanjing, Jiangsu, China	APPROXIMATE
ZHOU, PAN et al. - MAPPING WINTER WHEAT WITH MULTITEMPORAL	Jiangsu province, China,	True	the capital of Jiangsu province, China, with central coordinates of 118 52’ E and 31 19’ N (see Figure 1).	Jiangsu province, China	32.0607099	118.76295	Jiangsu, China	APPROXIMATE
ZHOU, PAN et al. - MAPPING WINTER WHEAT WITH MULTITEMPORAL	China,	True	the capital of Jiangsu province, China, with central coordinates of 118 52’ E and 31 19’ N (see Figure 1).	China	35.86166	104.195397	China	APPROXIMATE
